0,10,0,0,0,0,1,1,1
0,10.004,1,0,0,0,1,1,1
0,10.0147,2,0,0,0,1,1,1
0,10.0306,3,0,0,0,1,1,1
0,10.0508,4,0,0,0,1,1,1
0,10.0744,5,0,0,0,1,1,1
0,10.1009,6,0,0,0,1,1,1
0,10.1299,7,0,0,0,1,1,1
0,10.1612,8,0,0,0,1,1,1
0,10.1945,9,0,0,0,1,1,1
0,10.2299,10,0,0,0,1,1,1
0,10.2671,11,0,0,0,1,1,1
0,10.3063,12,0,0,0,1,1,1
0,10.3475,13,0,0,0,1,1,1
0,10.3906,14,0,0,0,1,1,1
0,10.4359,15,0,0,0,1,1,1
0,10.4834,16,0,0,0,1,1,1
0,10.5332,17,0,0,0,1,1,1
0,10.5855,18,0,0,0,1,1,1
0,10.6402,19,0,0,0,1,1,1
0,10.6977,20,0,0,0,1,1,1
0,10.758,21,0,0,0,1,1,1
0,10.8213,22,0,0,0,1,1,1
0,10.8876,23,0,0,0,1,1,1
0,10.9573,24,0,0,0,1,1,1
0,11.0303,25,0,0,0,1,1,1
0,11.1068,26,0,0,0,1,1,1
0,11.187,27,0,0,0,1,1,1
0,11.2711,28,0,0,0,1,1,1
0,11.359,29,0,0,0,1,1,1
0,11.4511,30,0,0,0,1,1,1
0,10,31,0,0,0,1,1,1
0,10,32,0,0,0,1,1,1
0,10,33,0,0,0,1,1,1
0,10,34,0,0,0,1,1,1
0,10,35,0,0,0,1,1,1
0,10,36,0,0,0,1,1,1
0,10,37,0,0,0,1,1,1
0,10,38,0,0,0,1,1,1
0,10,39,0,0,0,1,1,1
0,10,40,0,0,0,1,1,1
0,10,41,0,0,0,1,1,1
0,10,42,0,0,0,1,1,1
0,10,43,0,0,0,1,1,1
0,10,44,0,0,0,1,1,1
0,10,45,0,0,0,1,1,1
0,10,46,0,0,0,1,1,1
0,10,47,0,0,0,1,1,1
0,10,48,0,0,0,1,1,1
0,10,49,0,0,0,1,1,1
0,10,50,0,0,0,1,1,1
0,10,51,0,0,0,1,1,1
0,10,52,0,0,0,1,1,1
0,10,53,0,0,0,1,1,1
0,10,54,0,0,0,1,1,1
0,10,55,0,0,0,1,1,1
0,10,56,0,0,0,1,1,1
0,10,57,0,0,0,1,1,1
0,10,58,0,0,0,1,1,1
0,10,59,0,0,0,1,1,1
0,10,60,0,0,0,1,1,1
0,10,61,0,0,0,1,1,1
0,10,62,0,0,0,1,1,1
0,10,63,0,0,0,1,1,1
0,10,64,0,0,0,1,1,1
0,10,65,0,0,0,1,1,1
0,10,66,0,0,0,1,1,1
0,10,67,0,0,0,1,1,1
0,10,68,0,0,0,1,1,1
0,10,69,0,0,0,1,1,1
0,10,70,0,0,0,1,1,1
0,10,71,0,0,0,1,1,1
0,10,72,0,0,0,1,1,1
0,10,73,0,0,0,1,1,1
0,10,74,0,0,0,1,1,1
0,10,75,0,0,0,1,1,1
